Array Size: ,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350,360,370,380,390,400,410,420,430,440,450,460,470,480,490,500,510,520,530,540,550,560,570,580,590,600,610,620,630,640,650,660,670,680,690,700,710,720,730,740,750,760,770,780,790,800,810,820,830,840,850,860,870,880,890,900,910,920,930,940,950,960,970,980,990,1000,

,300,1200,2100,3200,4800,6500,9200,13600,13300,17400,19700,23100,30600,27000,33000,38800,55500,44500,68700,78600,91800,69300,79300,109300,109300,119200,130100,120200,117000,155500,164300,212900,196000,164600,208700,183400,192400,207400,226900,245000,251200,267400,255200,279800,355500,454900,355600,383500,413200,437000,443600,413700,449500,404800,413600,445100,460000,468300,479800,738100,642900,695500,594200,527200,580700,630900,610000,733500,720200,678800,720700,811700,774000,750700,814100,784600,824900,887700,1.0617e+06,1.0821e+06,915200,932200,933700,1.0022e+06,1.0119e+06,1.0075e+06,1.0963e+06,1.0876e+06,1.2812e+06,1.1218e+06,1.2225e+06,1.2418e+06,1.1287e+06,1.2344e+06,1.246e+06,1.2686e+06,1.2924e+06,1.3164e+06,1.3546e+06,1.348e+06
,400,900,2900,2800,4700,6700,7800,14400,15200,16300,19300,23600,33900,43300,35900,38800,57600,49300,70700,72500,94800,89900,77200,185200,111000,203400,127500,110400,132200,152500,175800,154200,188100,164500,218100,207400,204900,205800,224500,221700,241100,245100,265000,320200,338800,427600,318500,387900,369100,496000,456300,402900,410400,391100,402600,417700,483300,461000,460800,641300,508200,552200,591600,564200,561400,727500,738200,626900,712800,680500,714100,702700,777900,789400,802400,785700,838100,802700,953500,910300,922800,984500,932200,1.189e+06,1.0466e+06,1.1122e+06,1.0544e+06,1.1982e+06,1.2044e+06,1.1141e+06,1.1491e+06,1.3878e+06,1.2299e+06,1.2066e+06,1.3152e+06,1.2793e+06,1.289e+06,1.4775e+06,1.5474e+06,1.3847e+06
,300,900,2500,3200,5000,6900,8800,14500,14500,16300,20800,23100,37000,32200,34800,43900,57200,49900,69600,158700,77400,89300,80800,105100,110900,118500,128300,111500,120400,206400,171000,149100,193400,171600,207000,181200,198800,196100,229200,225700,234800,272200,259400,329200,339600,298500,312800,358600,327500,342900,349300,361400,383800,398700,433900,506300,452800,448400,456500,512500,504700,556500,585500,571200,740000,712800,685700,646900,695500,692600,676200,718400,760300,772900,781400,837100,863600,987000,1.0681e+06,1.187e+06,974000,962200,1.0924e+06,1.045e+06,1.0204e+06,1.0427e+06,1.0803e+06,1.1273e+06,1.0584e+06,1.0834e+06,1.1341e+06,1.2056e+06,1.3966e+06,1.3289e+06,1.3112e+06,1.3103e+06,1.3625e+06,1.3609e+06,1.4392e+06,1.3914e+06
,400,900,2900,3000,5300,7100,8500,12400,14500,18500,19100,24100,32000,29000,35600,39100,52900,55500,68100,77600,83200,84800,151300,102000,117800,123100,132700,113400,120200,154300,234900,178700,155800,163600,169500,177700,193500,207100,229400,232700,246700,240400,262400,280800,299200,303900,338300,354400,336900,351100,376500,404900,373200,406500,465300,548900,577300,466800,470200,595700,521600,556500,538500,617200,672100,599400,573500,653800,696900,676300,714900,708800,792300,755600,781000,870200,893700,908200,945600,866500,932600,975700,966200,1.0073e+06,1.0341e+06,1.0403e+06,1.0374e+06,1.0471e+06,1.145e+06,1.1262e+06,1.1172e+06,1.1299e+06,1.196e+06,1.2682e+06,1.3254e+06,1.2988e+06,1.3943e+06,1.3426e+06,1.4764e+06,1.4218e+06
,400,1000,2900,3400,4100,7300,8800,14400,14000,16700,19200,24900,31400,29900,34900,39100,55400,51500,69700,73900,79800,88600,80700,109200,116700,140500,120000,110300,111400,121900,165000,206000,146500,175400,174900,183000,183100,204400,230400,235900,227600,269300,261100,304200,270900,354900,370100,320900,323500,379000,360200,419300,405700,444600,440700,455800,539700,476300,544400,530100,514300,578300,559600,599100,582500,628700,696600,640700,665700,659100,740100,715300,1.0702e+06,844000,914900,828500,822600,955500,903700,941800,980300,973400,972000,1.0482e+06,1.0084e+06,1.0664e+06,1.0609e+06,1.0655e+06,1.195e+06,1.1234e+06,1.1762e+06,1.159e+06,1.1945e+06,1.2305e+06,1.2908e+06,1.2993e+06,1.3594e+06,1.2788e+06,1.3085e+06,1.3491e+06
,200,1000,2900,3400,4800,7000,9300,14400,14800,15100,23700,23700,34200,30300,36600,41300,55600,48500,75000,74500,93100,157500,80100,103600,117000,99600,102400,109300,133000,132800,214500,143400,279300,169000,174100,174700,208200,205800,212900,222900,248700,245600,257000,277600,298700,305000,305800,335900,347900,340800,361300,521600,415800,425600,456100,454600,471700,480000,622100,470000,504600,588400,582200,575400,655000,623500,687100,647400,718100,650100,714400,804700,749300,770000,807900,858100,875800,899500,884100,874500,942800,938500,928700,975200,993400,994400,1.0387e+06,1.0896e+06,1.144e+06,1.1923e+06,1.2011e+06,1.2954e+06,1.2556e+06,1.2461e+06,1.2715e+06,1.2395e+06,1.3467e+06,1.3508e+06,1.6543e+06,1.4097e+06
,300,800,2700,3300,5100,7200,8800,13600,14100,17000,19200,24100,32400,27600,36800,39700,55300,47200,54800,71700,94000,72000,79700,82800,109800,99100,103700,115500,197800,122900,130300,182700,145600,157200,174000,191400,198100,200800,211600,251100,238800,248500,247500,276400,299000,296800,315300,329700,342500,410200,377500,402500,473100,445400,433400,502300,555400,470700,585200,503000,532600,543300,590800,569000,632100,646300,626600,645700,723900,678300,650900,780400,802700,792500,782700,826500,859100,860300,878300,1.0021e+06,905200,962000,943400,1.0344e+06,1.0107e+06,1.0808e+06,1.0696e+06,1.3206e+06,1.1493e+06,1.1434e+06,1.1579e+06,1.215e+06,1.1865e+06,1.2033e+06,1.306e+06,1.2702e+06,1.3395e+06,1.3727e+06,1.366e+06,1.4105e+06
,200,900,2500,3400,5400,7100,9100,14500,13900,15800,21100,25100,31700,31300,35000,43200,60500,46900,55700,74400,86900,71400,79500,86500,108000,94400,107700,115500,128800,133800,152700,151300,176900,167900,168600,181900,227300,205700,210400,218000,257100,249100,258400,259400,298500,318200,311200,333300,335700,401800,365500,373200,418200,424100,433600,520000,543500,474000,550500,515100,529700,546800,570700,559000,579400,611600,666500,650300,710000,706300,694300,699700,772500,815600,799000,830200,866900,873600,850400,973600,914700,951300,937800,1.0657e+06,1.0275e+06,1.079e+06,1.1021e+06,1.1521e+06,1.1265e+06,1.1395e+06,1.1595e+06,1.3164e+06,1.2131e+06,1.2476e+06,1.3082e+06,1.2286e+06,1.3524e+06,1.3154e+06,1.3352e+06,1.3712e+06
,400,1000,2900,3500,5100,6500,81500,14800,15500,17900,20000,23300,32500,31400,34100,40100,51300,50500,57400,73900,88500,72200,194300,86300,87400,101600,104200,108000,125500,130600,133100,139900,157400,174600,194200,177900,211700,210000,228100,240800,232000,286800,268200,302400,292800,345100,329600,412700,495400,421400,368400,383400,391300,410200,451700,422300,440100,476900,517700,480900,530100,565900,548900,576700,591400,605000,673400,634700,705700,679200,710100,870500,747300,796200,773000,816900,861200,889900,905700,994900,893700,904200,952300,1.1175e+06,1.0054e+06,1.0318e+06,1.0701e+06,1.0567e+06,1.1073e+06,1.1308e+06,1.1603e+06,1.1701e+06,1.1638e+06,1.225e+06,1.2367e+06,1.3245e+06,1.335e+06,1.3703e+06,1.3656e+06,1.4092e+06
,300,900,2700,3600,4600,6600,9500,12900,13500,17400,20800,24300,32500,30900,140800,40100,55300,49500,54600,73700,61700,67100,82400,80600,91600,99000,117100,114200,121500,205800,134000,148800,149900,164700,174000,209200,223300,217300,209200,237000,232100,272600,255800,269300,285000,314300,312500,323500,359500,338300,361900,386700,396000,430900,457300,424700,440200,458200,498500,521200,488500,555200,508300,558000,590000,631800,651600,626500,682800,666800,703900,722200,746200,773700,798900,828000,874800,889000,863800,924700,880400,969800,1.0878e+06,985500,1.0384e+06,1.0704e+06,1.005e+06,1.1016e+06,1.1845e+06,1.1211e+06,1.124e+06,1.2152e+06,1.3908e+06,1.2122e+06,1.2109e+06,1.3247e+06,1.3307e+06,1.369e+06,1.316e+06,1.3852e+06
